slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
smartma01,Marcus Smart,BOSTON CELTICS,HOME,MILWAUKEE BUCKS,WIN,2307,0,3,0,2,3,4,0,1,7,0,2,2,2,4.3
baglema01,Marvin Bagley,SACRAMENTO KINGS,AWAY,DENVER NUGGETS,WIN,1641,5,15,0,4,3,4,2,8,0,0,1,2,6,4.2
arcidry01,Ryan Arcidiacono,CHICAGO BULLS,HOME,ATLANTA HAWKS,LOSS,1175,2,6,1,4,0,0,0,3,2,1,0,0,2,4.1
maxeyty01,Tyrese Maxey,PHILADELPHIA 76ERS,HOME,WASHINGTON WIZARDS,WIN,651,3,6,0,1,0,0,0,2,2,0,0,1,0,4.0
anderky01,Kyle Anderson,MEMPHIS GRIZZLIES,HOME,SAN ANTONIO SPURS,LOSS,1730,3,8,1,3,0,0,0,10,2,0,0,2,3,3.8
bridgmi02,Miles Bridges,CHARLOTTE HORNETS,AWAY,CLEVELAND CAVALIERS,LOSS,1325,3,10,0,5,0,0,1,5,1,1,0,0,1,3.7
banede01,Desmond Bane,MEMPHIS GRIZZLIES,HOME,SAN ANTONIO SPURS,LOSS,633,2,5,2,4,0,0,1,3,0,0,0,1,1,3.5
wagnemo01,Moritz Wagner,WASHINGTON WIZARDS,AWAY,PHILADELPHIA 76ERS,LOSS,355,2,2,0,0,0,0,0,2,1,0,0,0,3,3.5
jonesde02,Derrick Jones,PORTLAND TRAIL BLAZERS,HOME,UTAH JAZZ,LOSS,1535,3,9,3,5,0,0,1,3,0,0,0,1,3,3.3
jonesty01,Tyus Jones,MEMPHIS GRIZZLIES,HOME,SAN ANTONIO SPURS,LOSS,815,3,5,0,1,1,2,0,1,1,0,0,2,0,3.3
harrito02,Tobias Harris,PHILADELPHIA 76ERS,HOME,WASHINGTON WIZARDS,WIN,1868,3,13,0,4,4,4,4,4,0,0,1,2,4,3.2
smithja04,Jalen Smith,PHOENIX SUNS,HOME,DALLAS MAVERICKS,WIN,973,2,3,0,0,0,2,1,2,1,0,1,1,1,3.2
washipj01,P.J. Washington,CHARLOTTE HORNETS,AWAY,CLEVELAND CAVALIERS,LOSS,1283,1,5,0,1,2,2,0,2,2,0,1,0,1,3.2
burketr01,Trey Burke,DALLAS MAVERICKS,AWAY,PHOENIX SUNS,LOSS,1175,3,6,1,1,0,0,0,0,0,0,0,1,0,3.0
onimi01,Miye Oni,UTAH JAZZ,AWAY,PORTLAND TRAIL BLAZERS,WIN,231,1,2,1,1,0,0,0,1,1,0,0,0,0,3.0
gilesha01,Harry Giles,PORTLAND TRAIL BLAZERS,HOME,UTAH JAZZ,LOSS,267,1,2,1,1,0,0,0,2,0,0,1,0,1,2.9
hugheel01,Elijah Hughes,UTAH JAZZ,AWAY,PORTLAND TRAIL BLAZERS,WIN,189,0,1,0,0,3,4,0,1,1,0,0,0,0,2.9
cartewe01,Wendell Carter,CHICAGO BULLS,HOME,ATLANTA HAWKS,LOSS,1546,2,5,0,2,2,2,1,5,2,0,0,3,3,2.7
campafa01,Facundo Campazzo,DENVER NUGGETS,HOME,SACRAMENTO KINGS,LOSS,488,1,1,1,1,0,0,0,1,0,0,0,0,1,2.6
caulewi01,Willie Cauley-Stein,DALLAS MAVERICKS,AWAY,PHOENIX SUNS,LOSS,362,1,1,0,0,0,0,0,2,1,0,0,0,1,2.6
murraja01,Jamal Murray,DENVER NUGGETS,HOME,SACRAMENTO KINGS,LOSS,2067,1,9,0,5,7,7,0,4,1,2,0,2,6,2.6
harteis01,Isaiah Hartenstein,DENVER NUGGETS,HOME,SACRAMENTO KINGS,LOSS,533,3,6,0,0,0,0,2,1,0,0,2,2,4,2.5
scottmi01,Mike Scott,PHILADELPHIA 76ERS,HOME,WASHINGTON WIZARDS,WIN,1012,1,3,1,3,0,0,0,2,0,1,0,0,1,2.5
azubuud01,Udoka Azubuike,UTAH JAZZ,AWAY,PORTLAND TRAIL BLAZERS,WIN,215,1,1,0,0,0,0,1,0,0,0,0,0,0,2.4
gaffoda01,Daniel Gafford,CHICAGO BULLS,HOME,ATLANTA HAWKS,LOSS,1014,2,4,0,0,1,4,0,1,0,0,1,0,1,2.4
rubiori01,Ricky Rubio,MINNESOTA TIMBERWOLVES,HOME,DETROIT PISTONS,WIN,1525,1,4,0,1,1,2,0,1,3,2,0,1,3,2.4
holidju01,Justin Holiday,INDIANA PACERS,HOME,NEW YORK KNICKS,WIN,1343,2,6,1,5,1,2,0,4,0,0,1,1,2,2.3
portibo01,Bobby Portis,MILWAUKEE BUCKS,AWAY,BOSTON CELTICS,LOSS,982,1,3,0,0,1,2,1,3,1,0,0,1,0,2.2
vassede01,Devin Vassell,SAN ANTONIO SPURS,AWAY,MEMPHIS GRIZZLIES,WIN,1180,1,4,1,2,0,0,1,2,0,0,1,0,1,2.2
browntr01,Troy Brown,WASHINGTON WIZARDS,AWAY,PHILADELPHIA 76ERS,LOSS,1346,1,3,1,2,0,0,0,3,1,0,0,0,2,2.1
holidaa01,Aaron Holiday,INDIANA PACERS,HOME,NEW YORK KNICKS,WIN,1039,3,8,1,4,0,0,1,2,2,0,0,2,3,2.1
covinro01,Robert Covington,PORTLAND TRAIL BLAZERS,HOME,UTAH JAZZ,LOSS,1285,0,3,0,3,1,2,0,4,3,1,0,0,2,2.0
ellebcj01,CJ Elleby,PORTLAND TRAIL BLAZERS,HOME,UTAH JAZZ,LOSS,267,1,2,0,1,0,0,1,1,1,0,0,0,2,1.9
harklma01,Maurice Harkless,MIAMI HEAT,AWAY,ORLANDO MAGIC,LOSS,1363,1,4,1,2,0,0,0,2,1,0,0,0,0,1.9
whiteha01,Hassan Whiteside,SACRAMENTO KINGS,AWAY,DENVER NUGGETS,WIN,1054,2,6,0,0,0,2,2,7,1,0,1,2,2,1.9
greenjo02,Josh Green,DALLAS MAVERICKS,AWAY,PHOENIX SUNS,LOSS,196,1,1,0,0,0,0,0,0,0,0,0,0,0,1.7
mcdanja01,Jalen McDaniels,CHARLOTTE HORNETS,AWAY,CLEVELAND CAVALIERS,LOSS,334,1,2,0,0,0,0,1,0,0,1,0,1,0,1.7
hayeski01,Killian Hayes,DETROIT PISTONS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,1272,3,6,1,2,0,0,0,1,3,0,0,4,2,1.6
netora01,Raul Neto,WASHINGTON WIZARDS,AWAY,PHILADELPHIA 76ERS,LOSS,582,0,1,0,0,2,3,0,0,1,0,0,0,0,1.6
meltode01,De'Anthony Melton,MEMPHIS GRIZZLIES,HOME,SAN ANTONIO SPURS,LOSS,1472,1,6,1,3,0,0,0,2,1,0,2,0,1,1.5
noelne01,Nerlens Noel,NEW YORK KNICKS,AWAY,INDIANA PACERS,LOSS,562,1,2,0,0,0,0,1,2,1,1,1,2,3,1.5
pritcpa01,Payton Pritchard,BOSTON CELTICS,HOME,MILWAUKEE BUCKS,WIN,780,1,4,1,2,0,0,0,1,0,1,0,0,1,1.5
alexani01,Nickeil Alexander-Walker,NEW ORLEANS PELICANS,AWAY,TORONTO RAPTORS,WIN,233,1,2,1,2,0,0,0,1,0,0,0,1,0,1.3
knoxke01,Kevin Knox,NEW YORK KNICKS,AWAY,INDIANA PACERS,LOSS,1109,2,5,0,1,0,1,0,3,0,2,1,2,3,1.3
paytoel01,Elfrid Payton,NEW YORK KNICKS,AWAY,INDIANA PACERS,LOSS,1330,3,7,1,1,0,0,1,1,3,1,0,5,3,1.2
bryanth01,Thomas Bryant,WASHINGTON WIZARDS,AWAY,PHILADELPHIA 76ERS,LOSS,1533,5,13,0,3,0,1,1,4,0,0,1,2,5,1.1
goodwbr01,Brandon Goodwin,ATLANTA HAWKS,AWAY,CHICAGO BULLS,WIN,794,1,4,1,3,0,0,0,1,4,0,0,1,4,1.1
windldy01,Dylan Windler,CLEVELAND CAVALIERS,HOME,CHARLOTTE HORNETS,WIN,569,1,5,1,4,0,0,0,0,0,2,0,1,0,0.9
dotsoda01,Damyean Dotson,CLEVELAND CAVALIERS,HOME,CHARLOTTE HORNETS,WIN,812,0,1,0,1,0,0,0,1,0,1,0,0,0,0.6
johnsja01,James Johnson,DALLAS MAVERICKS,AWAY,PHOENIX SUNS,LOSS,822,0,0,0,0,0,0,0,3,1,1,0,1,3,0.4
warretj01,T.J. Warren,INDIANA PACERS,HOME,NEW YORK KNICKS,WIN,1378,2,8,0,2,1,1,0,1,1,0,0,0,2,0.4
hoodro01,Rodney Hood,PORTLAND TRAIL BLAZERS,HOME,UTAH JAZZ,LOSS,830,0,3,0,0,0,0,0,3,2,0,0,0,0,0.2
willigr01,Grant Williams,BOSTON CELTICS,HOME,MILWAUKEE BUCKS,WIN,875,1,5,1,4,0,0,0,1,1,1,0,1,2,0.1
harrish01,Shaquille Harrison,UTAH JAZZ,AWAY,PORTLAND TRAIL BLAZERS,WIN,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
johnsst04,Stanley Johnson,TORONTO RAPTORS,HOME,NEW ORLEANS PELICANS,LOSS,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
merrisa01,Sam Merrill,MILWAUKEE BUCKS,AWAY,BOSTON CELTICS,LOSS,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
pinsoth01,Theo Pinson,NEW YORK KNICKS,AWAY,INDIANA PACERS,LOSS,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
nunnke01,Kendrick Nunn,MIAMI HEAT,AWAY,ORLANDO MAGIC,LOSS,482,0,1,0,0,0,0,0,2,0,0,0,0,0,-0.1
forbebr01,Bryn Forbes,MILWAUKEE BUCKS,AWAY,BOSTON CELTICS,LOSS,811,1,5,1,4,0,0,0,1,0,0,0,0,1,-0.2
greenda02,Danny Green,PHILADELPHIA 76ERS,HOME,WASHINGTON WIZARDS,WIN,1096,1,6,0,4,0,0,0,0,2,2,0,1,2,-0.2
ntilila01,Frank Ntilikina,NEW YORK KNICKS,AWAY,INDIANA PACERS,LOSS,287,0,2,0,1,1,2,0,0,0,1,0,0,1,-0.2
poweldw01,Dwight Powell,DALLAS MAVERICKS,AWAY,PHOENIX SUNS,LOSS,1052,1,3,0,0,0,0,1,1,1,1,0,2,3,-0.2
bembrde01,DeAndre' Bembry,TORONTO RAPTORS,HOME,NEW ORLEANS PELICANS,LOSS,330,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.3
lopezro01,Robin Lopez,WASHINGTON WIZARDS,AWAY,PHILADELPHIA 76ERS,LOSS,992,1,3,1,1,0,0,1,2,0,0,1,2,4,-0.3
wilsodj01,D.J. Wilson,MILWAUKEE BUCKS,AWAY,BOSTON CELTICS,LOSS,773,0,2,0,2,0,0,0,5,1,0,1,1,2,-0.3
morgaju01,Juwan Morgan,UTAH JAZZ,AWAY,PORTLAND TRAIL BLAZERS,WIN,189,0,1,0,1,0,0,0,1,0,0,0,0,0,-0.4
thybuma01,Matisse Thybulle,PHILADELPHIA 76ERS,HOME,WASHINGTON WIZARDS,WIN,17,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.4
flynnma01,Malachi Flynn,TORONTO RAPTORS,HOME,NEW ORLEANS PELICANS,LOSS,76,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.7
hayesja02,Jaxson Hayes,NEW ORLEANS PELICANS,AWAY,TORONTO RAPTORS,WIN,377,0,0,0,0,0,0,0,0,1,0,0,1,1,-0.7
onealro01,Royce O'Neale,UTAH JAZZ,AWAY,PORTLAND TRAIL BLAZERS,WIN,1685,0,5,0,4,0,0,3,4,0,0,1,0,3,-0.7
boldema01,Marques Bolden,CLEVELAND CAVALIERS,HOME,CHARLOTTE HORNETS,WIN,1,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.8
mellini01,Nicolò Melli,NEW ORLEANS PELICANS,AWAY,TORONTO RAPTORS,WIN,811,0,4,0,3,0,0,0,2,2,1,0,1,0,-0.8
daviste02,Terence Davis,TORONTO RAPTORS,HOME,NEW ORLEANS PELICANS,LOSS,155,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0
jonesda03,Damian Jones,PHOENIX SUNS,HOME,DALLAS MAVERICKS,WIN,457,0,0,0,0,0,0,0,1,0,1,1,1,5,-1.0
mayssk01,Skylar Mays,ATLANTA HAWKS,AWAY,CHICAGO BULLS,WIN,304,0,1,0,1,0,0,0,0,0,0,0,0,1,-1.1
bacondw01,Dwayne Bacon,ORLANDO MAGIC,HOME,MIAMI HEAT,WIN,1139,0,5,0,1,0,0,0,3,3,0,0,0,2,-1.3
mykhasv01,Sviatoslav Mykhailiuk,DETROIT PISTONS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,995,1,8,1,8,0,0,0,2,1,0,0,0,1,-1.3
hernaju01,Juan Hernangómez,MINNESOTA TIMBERWOLVES,HOME,DETROIT PISTONS,WIN,706,0,5,0,4,0,0,0,3,0,1,0,0,0,-1.6
laymaja01,Jake Layman,MINNESOTA TIMBERWOLVES,HOME,DETROIT PISTONS,WIN,993,0,3,0,1,0,0,0,1,0,0,0,0,0,-1.8
niangge01,Georges Niang,UTAH JAZZ,AWAY,PORTLAND TRAIL BLAZERS,WIN,511,0,2,0,2,0,0,0,0,0,0,0,0,1,-1.8
carteje01,Jevon Carter,PHOENIX SUNS,HOME,DALLAS MAVERICKS,WIN,833,0,3,0,3,0,0,0,2,2,0,0,1,2,-1.9
iguodan01,Andre Iguodala,MIAMI HEAT,AWAY,ORLANDO MAGIC,LOSS,1010,0,2,0,0,0,0,2,2,0,1,1,3,3,-1.9
blevike01,Keljin Blevins,PORTLAND TRAIL BLAZERS,HOME,UTAH JAZZ,LOSS,267,0,2,0,1,0,0,0,0,1,0,0,1,1,-2.1
hutchch01,Chandler Hutchison,CHICAGO BULLS,HOME,ATLANTA HAWKS,LOSS,1115,1,6,0,0,0,0,1,4,0,0,0,1,3,-2.1
morrimo01,Monte Morris,DENVER NUGGETS,HOME,SACRAMENTO KINGS,LOSS,979,1,6,0,1,0,0,0,2,0,0,0,1,0,-2.2
knighna01,Nathan Knight,ATLANTA HAWKS,AWAY,CHICAGO BULLS,WIN,304,0,2,0,0,0,0,2,1,0,0,0,2,2,-2.5
ballla01,LaMelo Ball,CHARLOTTE HORNETS,AWAY,CLEVELAND CAVALIERS,LOSS,948,0,5,0,3,0,0,0,1,3,2,0,3,2,-2.9
hillso01,Solomon Hill,ATLANTA HAWKS,AWAY,CHICAGO BULLS,WIN,1704,0,3,0,3,0,0,0,3,0,0,1,3,2,-4.3
davisan02,Anthony Davis,LOS ANGELES LAKERS,AWAY,SAN ANTONIO SPURS,WIN,2103,13,26,4,6,4,7,7,4,5,2,0,1,2,29.6
lillada01,Damian Lillard,PORTLAND TRAIL BLAZERS,AWAY,GOLDEN STATE WARRIORS,WIN,2123,11,21,6,10,6,6,0,4,8,1,0,1,3,29.3
conlemi01,Mike Conley,UTAH JAZZ,HOME,LOS ANGELES CLIPPERS,WIN,2019,11,20,7,14,4,4,1,1,7,1,0,2,0,28.3
bealbr01,Bradley Beal,WASHINGTON WIZARDS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1678,12,20,3,5,4,5,0,3,7,1,0,2,1,25.8
antetgi01,Giannis Antetokounmpo,MILWAUKEE BUCKS,HOME,CHICAGO BULLS,WIN,1666,9,19,1,5,10,18,1,11,8,2,2,2,4,25.5
murraja01,Jamal Murray,DENVER NUGGETS,HOME,PHOENIX SUNS,LOSS,2434,12,22,4,8,3,3,0,4,5,2,0,3,2,23.3
leonaka01,Kawhi Leonard,LOS ANGELES CLIPPERS,AWAY,UTAH JAZZ,LOSS,2321,8,19,2,4,2,4,4,12,9,0,3,0,2,23.1
mccolcj01,CJ McCollum,PORTLAND TRAIL BLAZERS,AWAY,GOLDEN STATE WARRIORS,WIN,2014,11,21,4,11,2,3,0,1,4,3,0,0,2,22.6
derozde01,DeMar DeRozan,SAN ANTONIO SPURS,HOME,LOS ANGELES LAKERS,LOSS,2202,8,16,3,4,4,5,1,8,7,0,1,0,2,22.5
jamesle01,LeBron James,LOS ANGELES LAKERS,AWAY,SAN ANTONIO SPURS,WIN,2141,8,22,3,7,7,7,1,10,10,2,0,4,0,22.5
johnske04,Keldon Johnson,SAN ANTONIO SPURS,HOME,LOS ANGELES LAKERS,LOSS,2071,7,11,5,9,7,8,1,9,1,2,1,4,3,22.3
huntede01,De'Andre Hunter,ATLANTA HAWKS,AWAY,BROOKLYN NETS,WIN,1871,9,10,3,4,2,2,1,5,1,0,0,0,2,21.7
duranke01,Kevin Durant,BROOKLYN NETS,HOME,ATLANTA HAWKS,LOSS,2248,10,21,2,7,6,6,1,7,4,1,2,5,0,20.3
jokicni01,Nikola Jokić,DENVER NUGGETS,HOME,PHOENIX SUNS,LOSS,1771,7,13,3,5,0,0,3,6,11,1,0,1,5,20.3
curryst01,Stephen Curry,GOLDEN STATE WARRIORS,HOME,PORTLAND TRAIL BLAZERS,LOSS,2018,9,20,4,12,4,4,0,8,5,0,0,1,1,20.1
anderky01,Kyle Anderson,MEMPHIS GRIZZLIES,AWAY,CHARLOTTE HORNETS,WIN,1750,7,15,2,6,2,2,1,10,5,2,1,0,2,19.4
georgpa01,Paul George,LOS ANGELES CLIPPERS,AWAY,UTAH JAZZ,LOSS,2264,6,22,5,13,8,8,2,6,4,6,1,5,1,19.3
brownja02,Jaylen Brown,BOSTON CELTICS,AWAY,DETROIT PISTONS,LOSS,2254,12,21,1,7,0,0,2,7,2,3,2,4,3,19.2
biyombi01,Bismack Biyombo,CHARLOTTE HORNETS,HOME,MEMPHIS GRIZZLIES,LOSS,1702,7,10,0,1,2,4,7,5,2,0,1,0,1,19.1
paulch01,Chris Paul,PHOENIX SUNS,AWAY,DENVER NUGGETS,WIN,1947,6,12,1,2,8,8,1,4,6,0,1,2,2,19.0
adebaba01,Bam Adebayo,MIAMI HEAT,AWAY,DALLAS MAVERICKS,LOSS,2189,8,12,0,0,3,4,2,9,2,4,0,3,3,18.7
doncilu01,Luka Dončić,DALLAS MAVERICKS,HOME,MIAMI HEAT,WIN,2149,9,22,3,10,6,9,1,14,7,0,1,5,2,18.7
aytonde01,Deandre Ayton,PHOENIX SUNS,AWAY,DENVER NUGGETS,WIN,2250,10,13,0,1,2,2,2,9,1,0,2,4,3,17.9
collijo01,John Collins,ATLANTA HAWKS,AWAY,BROOKLYN NETS,WIN,1528,9,14,2,5,0,0,2,6,2,0,1,0,3,17.9
bryanth01,Thomas Bryant,WASHINGTON WIZARDS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1321,7,7,1,1,3,4,2,5,2,0,0,2,1,17.4
tatumja01,Jayson Tatum,BOSTON CELTICS,AWAY,DETROIT PISTONS,LOSS,2224,11,24,3,11,3,5,0,6,2,1,1,3,1,16.3
middlkh01,Khris Middleton,MILWAUKEE BUCKS,HOME,CHICAGO BULLS,WIN,1520,6,10,2,2,0,0,0,2,6,3,1,2,2,15.1
youngtr01,Trae Young,ATLANTA HAWKS,AWAY,BROOKLYN NETS,WIN,1947,7,21,3,8,4,4,2,3,7,1,1,3,2,14.2
reidna01,Naz Reid,MINNESOTA TIMBERWOLVES,HOME,WASHINGTON WIZARDS,LOSS,1458,7,10,1,3,2,3,1,5,1,1,2,2,4,14.1
inglejo01,Joe Ingles,UTAH JAZZ,HOME,LOS ANGELES CLIPPERS,WIN,1974,5,7,1,3,0,0,1,7,7,0,0,1,2,14.0
irvinky01,Kyrie Irving,BROOKLYN NETS,HOME,ATLANTA HAWKS,LOSS,1987,6,21,2,11,4,4,3,8,4,2,0,1,0,14.0
plumlma01,Mason Plumlee,DETROIT PISTONS,HOME,BOSTON CELTICS,WIN,1776,3,5,0,0,2,4,5,12,1,2,1,1,1,14.0
portibo01,Bobby Portis,MILWAUKEE BUCKS,HOME,CHICAGO BULLS,WIN,1512,4,6,2,2,3,4,2,10,1,0,2,2,2,13.7
dienggo01,Gorgui Dieng,MEMPHIS GRIZZLIES,AWAY,CHARLOTTE HORNETS,WIN,1333,5,9,2,5,2,2,2,6,1,0,2,1,1,13.6
anthoca01,Carmelo Anthony,PORTLAND TRAIL BLAZERS,AWAY,GOLDEN STATE WARRIORS,WIN,1430,5,9,3,4,5,5,0,5,1,0,1,2,3,13.4
beaslma01,Malik Beasley,MINNESOTA TIMBERWOLVES,HOME,WASHINGTON WIZARDS,LOSS,1578,8,13,3,6,2,2,0,3,0,0,0,1,4,13.4
jonesde02,Derrick Jones,PORTLAND TRAIL BLAZERS,AWAY,GOLDEN STATE WARRIORS,WIN,1967,3,7,1,2,1,2,4,4,3,5,0,0,4,13.4
valende01,Denzel Valentine,CHICAGO BULLS,AWAY,MILWAUKEE BUCKS,LOSS,1232,5,8,2,3,2,2,1,4,0,2,0,1,0,13.3
capelca01,Clint Capela,ATLANTA HAWKS,AWAY,BROOKLYN NETS,WIN,1783,6,10,0,0,0,2,3,8,6,0,0,1,3,13.1
beysa01,Saddiq Bey,DETROIT PISTONS,HOME,BOSTON CELTICS,WIN,1811,5,11,5,8,2,4,0,7,1,2,0,2,1,12.9
avdijde01,Deni Avdija,WASHINGTON WIZARDS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1634,4,7,3,5,0,0,0,7,3,3,0,1,3,12.7
forbebr01,Bryn Forbes,MILWAUKEE BUCKS,HOME,CHICAGO BULLS,WIN,1324,6,9,4,6,2,2,0,0,0,1,0,2,1,12.7
rosede01,Derrick Rose,DETROIT PISTONS,HOME,BOSTON CELTICS,WIN,1451,7,12,0,3,3,4,0,5,4,2,0,4,2,12.5
robinje01,Jerome Robinson,WASHINGTON WIZARDS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1327,4,8,2,3,3,3,0,2,3,1,0,0,1,12.3
brookdi01,Dillon Brooks,MEMPHIS GRIZZLIES,AWAY,CHARLOTTE HORNETS,WIN,1692,8,17,5,10,0,0,1,2,2,3,1,5,4,12.1
martica02,Caleb Martin,CHARLOTTE HORNETS,HOME,MEMPHIS GRIZZLIES,LOSS,1365,6,9,2,4,0,0,0,2,2,1,0,1,0,12.1
jonesty01,Tyus Jones,MEMPHIS GRIZZLIES,AWAY,CHARLOTTE HORNETS,WIN,1739,3,7,0,2,0,0,0,1,12,2,0,1,0,12.0
valanjo01,Jonas Valančiūnas,MEMPHIS GRIZZLIES,AWAY,CHARLOTTE HORNETS,WIN,1547,6,9,0,0,2,4,3,7,1,1,0,2,3,12.0
ballla01,LaMelo Ball,CHARLOTTE HORNETS,HOME,MEMPHIS GRIZZLIES,LOSS,1602,6,14,2,7,1,2,1,2,6,2,0,2,2,11.9
connapa01,Pat Connaughton,MILWAUKEE BUCKS,HOME,CHICAGO BULLS,WIN,933,3,5,3,3,2,2,1,4,1,1,0,0,1,11.9
teaguje01,Jeff Teague,BOSTON CELTICS,AWAY,DETROIT PISTONS,LOSS,1209,4,5,1,1,3,4,0,1,3,2,0,1,3,11.9
harrijo01,Joe Harris,BROOKLYN NETS,HOME,ATLANTA HAWKS,LOSS,1693,5,10,2,5,0,0,1,6,3,1,1,0,4,11.7
clarkbr01,Brandon Clarke,MEMPHIS GRIZZLIES,AWAY,CHARLOTTE HORNETS,WIN,1895,6,11,1,4,2,2,1,3,3,0,2,2,3,11.6
favorde01,Derrick Favors,UTAH JAZZ,HOME,LOS ANGELES CLIPPERS,WIN,1412,6,12,0,0,2,4,4,7,2,0,1,1,4,11.6
holidjr01,Jrue Holiday,MILWAUKEE BUCKS,HOME,CHICAGO BULLS,WIN,1556,4,9,3,6,0,0,0,1,4,3,0,0,2,11.6
netora01,Raul Neto,WASHINGTON WIZARDS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1340,5,7,2,2,0,0,0,0,2,2,0,1,0,11.5
millspa01,Paul Millsap,DENVER NUGGETS,HOME,PHOENIX SUNS,LOSS,1120,5,9,1,3,4,5,1,4,1,1,0,1,4,11.3
pascher01,Eric Paschall,GOLDEN STATE WARRIORS,HOME,PORTLAND TRAIL BLAZERS,LOSS,1015,5,7,0,1,3,3,0,4,1,0,1,1,1,11.3
grantje01,Jerami Grant,DETROIT PISTONS,HOME,BOSTON CELTICS,WIN,2246,9,24,2,9,4,5,1,3,0,1,0,1,2,11.2
cartewe01,Wendell Carter,CHICAGO BULLS,AWAY,MILWAUKEE BUCKS,LOSS,1508,5,7,1,2,1,2,1,4,3,0,1,1,4,10.8
goberru01,Rudy Gobert,UTAH JAZZ,HOME,LOS ANGELES CLIPPERS,WIN,1468,5,10,0,0,2,4,2,7,1,1,1,0,4,10.5
divindo01,Donte DiVincenzo,MILWAUKEE BUCKS,HOME,CHICAGO BULLS,WIN,1161,4,5,3,4,0,0,0,1,1,1,0,1,0,10.1
konchjo01,John Konchar,MEMPHIS GRIZZLIES,AWAY,CHARLOTTE HORNETS,WIN,1593,3,7,1,2,0,0,2,7,5,1,0,0,3,10.1
bradlav01,Avery Bradley,MIAMI HEAT,AWAY,DALLAS MAVERICKS,LOSS,1058,5,8,2,4,3,4,0,1,1,0,0,0,5,10.0
achiupr01,Precious Achiuwa,MIAMI HEAT,AWAY,DALLAS MAVERICKS,LOSS,719,3,4,0,0,4,6,2,4,1,0,0,1,0,9.9
bridgmi01,Mikal Bridges,PHOENIX SUNS,AWAY,DENVER NUGGETS,WIN,2176,4,10,4,8,2,2,0,1,2,0,1,0,3,9.8
lopezro01,Robin Lopez,WASHINGTON WIZARDS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1180,5,9,0,2,1,1,2,4,2,0,3,1,5,9.8
hardati02,Tim Hardaway,DALLAS MAVERICKS,HOME,MIAMI HEAT,WIN,2313,6,18,3,10,3,4,0,2,3,2,1,2,3,9.6
laymaja01,Jake Layman,MINNESOTA TIMBERWOLVES,HOME,WASHINGTON WIZARDS,LOSS,906,2,6,1,3,7,9,0,1,1,3,0,1,3,9.6
ibakase01,Serge Ibaka,LOS ANGELES CLIPPERS,AWAY,UTAH JAZZ,LOSS,2015,5,12,1,6,2,2,1,3,1,0,2,1,0,9.3
mclaujo01,Jordan McLaughlin,MINNESOTA TIMBERWOLVES,HOME,WASHINGTON WIZARDS,LOSS,1458,4,7,2,3,0,0,1,3,0,1,0,0,0,9.3
smartma01,Marcus Smart,BOSTON CELTICS,AWAY,DETROIT PISTONS,LOSS,2291,5,14,3,6,0,3,0,3,9,3,0,4,3,9.0
zubaciv01,Ivica Zubac,LOS ANGELES CLIPPERS,AWAY,UTAH JAZZ,LOSS,865,5,8,0,0,2,2,1,1,0,0,0,0,1,9.0
caldwke01,Kentavious Caldwell-Pope,LOS ANGELES LAKERS,AWAY,SAN ANTONIO SPURS,WIN,1028,4,8,1,2,2,2,2,0,1,0,0,0,1,8.7
finnedo01,Dorian Finney-Smith,DALLAS MAVERICKS,HOME,MIAMI HEAT,WIN,1345,5,8,2,5,0,0,1,4,0,0,0,0,4,8.7
covinro01,Robert Covington,PORTLAND TRAIL BLAZERS,AWAY,GOLDEN STATE WARRIORS,WIN,2189,2,8,2,7,2,2,0,11,2,1,1,1,0,8.6
huertke01,Kevin Huerter,ATLANTA HAWKS,AWAY,BROOKLYN NETS,WIN,1262,4,8,2,5,0,0,0,1,2,4,0,2,3,8.5
schrode01,Dennis Schröder,LOS ANGELES LAKERS,AWAY,SAN ANTONIO SPURS,WIN,1963,6,15,3,5,0,0,1,3,3,1,1,3,2,8.5
gallola01,Langston Galloway,PHOENIX SUNS,AWAY,DENVER NUGGETS,WIN,416,2,3,2,2,3,3,1,0,0,0,0,0,0,8.4
gaffoda01,Daniel Gafford,CHICAGO BULLS,AWAY,MILWAUKEE BUCKS,LOSS,937,2,2,0,0,1,2,1,2,1,2,1,0,1,8.3
